Id,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No_Data,Wear_Range,Wear_Speed,Wear_CriticalRate,Wear_Drop_LV,Wear_Drop_Option_Number,Wear_Drop_Socket_1EA_Rate,Wear_Drop_Socket_2EA_Rate,Wear_Drop_Socket_3EA_Rate,Wear_Drop_Socket_4EA_Rate,Wear_Small_Monster_Attack_Addition,Wear_Middle_Monster_Attack_Addition,Wear_Large_Monster_Attack_Addition,Wear_Boss_Monster_Attack_Addition,Wear_Undead_Monster_Attack_Addition,Option_Index_1,Option_Value_1,Option_Index_2,Option_Value_2,Option_Index_3,Option_Value_3,Option_Index_4,Option_Value_4,Option_Index_5,Option_Value_5,Option_Index_6,Option_Value_6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level_0_Item_LV,Level_0_Melee_Min_Attack,Level_0_Melee_Max_Attack,Level_0_Magic_Min_Attack,Level_0_Magic_Max_Attack,Level_0_Defance_Max,Level_0_Defance_Max,Level_0_Blocking_Rate,Level_0_Critical_Bonus,Level_0_Str_Request,Level_0_Dex_Request,Level_0_Spr_Request,Level_0_Appraisal_Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape
17628,Rhapsody Pants +8,0,5,2,0,1282,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2058,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,8,0,0,0,0,221,221,0,0,0,0,0,0,17627,17629,0,0,1,0,0
17629,Rhapsody Pants +9,0,5,2,0,1282,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,114,62582,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2059,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10,0,0,0,0,0,0,0,0,0,0,2002,2005,2003,2005,2005,2007,9,0,0,0,0,251,251,0,0,0,0,0,0,17628,0,0,0,1,0,0
801,Arcane Glove,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,4,15,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2060,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,0,0,0,0,0,2,2,0,0,0,0,0,0,0,18001,0,0,1,0,0
18001,Arcane Glove +1,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,4,15,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2061,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,1,0,0,0,0,4,4,0,0,0,0,0,0,801,18002,0,0,1,0,0
18002,Arcane Glove +2,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,4,15,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2062,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,2,0,0,0,0,7,7,0,0,0,0,0,0,18001,18003,0,0,1,0,0
18003,Arcane Glove +3,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,4,15,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2063,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,3,0,0,0,0,10,10,0,0,0,0,0,0,18002,18004,0,0,1,0,0
18004,Arcane Glove +4,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,4,15,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2064,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,4,0,0,0,0,14,14,0,0,0,0,0,0,18003,18005,0,0,1,0,0
18005,Arcane Glove +5,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,4,15,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2065,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,5,0,0,0,0,18,18,0,0,0,0,0,0,18004,18006,0,0,1,0,0
18006,Arcane Glove +6,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,4,15,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2066,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,6,0,0,0,0,22,22,0,0,0,0,0,0,18005,18007,0,0,1,0,0
18007,Arcane Glove +7,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,4,15,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2067,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,7,0,0,0,0,28,28,0,0,0,0,0,0,18006,18008,0,0,1,0,0
18008,Arcane Glove +8,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,4,15,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2068,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,8,0,0,0,0,34,34,0,0,0,0,0,0,18007,18009,0,0,1,0,0
18009,Arcane Glove +9,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,4,15,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2069,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,9,0,0,0,0,40,40,0,0,0,0,0,0,18008,0,0,0,1,0,0
802,Dire Glove,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,16,121,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2070,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,0,0,0,0,0,9,9,0,0,0,0,0,0,0,18011,0,0,1,0,0
18011,Dire Glove +1,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,16,121,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,1,0,0,0,0,11,11,0,0,0,0,0,0,802,18012,0,0,1,0,0
18012,Dire Glove +2,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,16,121,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2072,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,2,0,0,0,0,14,14,0,0,0,0,0,0,18011,18013,0,0,1,0,0
18013,Dire Glove +3,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,16,121,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2073,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,3,0,0,0,0,17,17,0,0,0,0,0,0,18012,18014,0,0,1,0,0
18014,Dire Glove +4,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,16,121,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2074,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,4,0,0,0,0,21,21,0,0,0,0,0,0,18013,18015,0,0,1,0,0
18015,Dire Glove +5,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,16,121,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2075,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,5,0,0,0,0,25,25,0,0,0,0,0,0,18014,18016,0,0,1,0,0
18016,Dire Glove +6,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,16,121,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2076,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,6,0,0,0,0,29,29,0,0,0,0,0,0,18015,18017,0,0,1,0,0
18017,Dire Glove +7,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,16,121,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2077,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,7,0,0,0,0,35,35,0,0,0,0,0,0,18016,18018,0,0,1,0,0
18018,Dire Glove +8,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,16,121,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2078,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,8,0,0,0,0,41,41,0,0,0,0,0,0,18017,18019,0,0,1,0,0
18019,Dire Glove +9,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,16,121,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2079,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2022,2023,2023,2025,2025,9,0,0,0,0,47,47,0,0,0,0,0,0,18018,0,0,0,1,0,0
803,Nobleocre Glove,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,29,558,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2080,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,0,0,0,0,0,16,16,0,0,0,0,0,0,0,18021,0,0,1,0,0
18021,Nobleocre Glove +1,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,29,558,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2081,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,1,0,0,0,0,18,18,0,0,0,0,0,0,803,18022,0,0,1,0,0
18022,Nobleocre Glove +2,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,29,558,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2082,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,2,0,0,0,0,21,21,0,0,0,0,0,0,18021,18023,0,0,1,0,0
18023,Nobleocre Glove +3,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,29,558,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2083,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,3,0,0,0,0,24,24,0,0,0,0,0,0,18022,18024,0,0,1,0,0
18024,Nobleocre Glove +4,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,29,558,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2084,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,4,0,0,0,0,28,28,0,0,0,0,0,0,18023,18025,0,0,1,0,0
18025,Nobleocre Glove +5,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,29,558,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2085,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,5,0,0,0,0,32,32,0,0,0,0,0,0,18024,18026,0,0,1,0,0
18026,Nobleocre Glove +6,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,29,558,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2086,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,6,0,0,0,0,36,36,0,0,0,0,0,0,18025,18027,0,0,1,0,0
18027,Nobleocre Glove +7,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,29,558,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2087,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,7,0,0,0,0,42,42,0,0,0,0,0,0,18026,18028,0,0,1,0,0
18028,Nobleocre Glove +8,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,29,558,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2088,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,8,0,0,0,0,48,48,0,0,0,0,0,0,18027,18029,0,0,1,0,0
18029,Nobleocre Glove +9,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,29,558,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2089,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2024,2025,2026,9,0,0,0,0,54,54,0,0,0,0,0,0,18028,0,0,0,1,0,0
804,Bianca Glove,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,2080,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2090,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,0,0,0,0,0,24,24,0,0,0,0,0,0,0,18031,0,0,1,0,0
18031,Bianca Glove +1,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,2080,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2091,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,1,0,0,0,0,26,26,0,0,0,0,0,0,804,18032,0,0,1,0,0
18032,Bianca Glove +2,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,2080,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2092,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,2,0,0,0,0,29,29,0,0,0,0,0,0,18031,18033,0,0,1,0,0
18033,Bianca Glove +3,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,2080,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2093,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,3,0,0,0,0,32,32,0,0,0,0,0,0,18032,18034,0,0,1,0,0
18034,Bianca Glove +4,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,2080,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2094,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,4,0,0,0,0,36,36,0,0,0,0,0,0,18033,18035,0,0,1,0,0
18035,Bianca Glove +5,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,2080,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,5,0,0,0,0,40,40,0,0,0,0,0,0,18034,18036,0,0,1,0,0
18036,Bianca Glove +6,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,2080,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2096,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,6,0,0,0,0,44,44,0,0,0,0,0,0,18035,18037,0,0,1,0,0
18037,Bianca Glove +7,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,2080,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2097,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,7,0,0,0,0,51,51,0,0,0,0,0,0,18036,18038,0,0,1,0,0
18038,Bianca Glove +8,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,2080,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2098,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,8,0,0,0,0,59,59,0,0,0,0,0,0,18037,18039,0,0,1,0,0
18039,Bianca Glove +9,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,42,2080,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2099,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,9,0,0,0,0,70,70,0,0,0,0,0,0,18038,0,0,0,1,0,0
805,Aeprit Glove,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2100,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,0,0,0,0,0,30,30,0,0,0,0,0,0,0,18041,0,0,1,0,0
18041,Aeprit Glove +1,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2101,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,1,0,0,0,0,32,32,0,0,0,0,0,0,805,18042,0,0,1,0,0
18042,Aeprit Glove +2,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,2,0,0,0,0,35,35,0,0,0,0,0,0,18041,18043,0,0,1,0,0
18043,Aeprit Glove +3,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2103,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,3,0,0,0,0,38,38,0,0,0,0,0,0,18042,18044,0,0,1,0,0
18044,Aeprit Glove +4,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2104,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,4,0,0,0,0,42,42,0,0,0,0,0,0,18043,18045,0,0,1,0,0
18045,Aeprit Glove +5,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2105,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,5,0,0,0,0,46,46,0,0,0,0,0,0,18044,18046,0,0,1,0,0
18046,Aeprit Glove +6,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2106,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,6,0,0,0,0,51,51,0,0,0,0,0,0,18045,18047,0,0,1,0,0
18047,Aeprit Glove +7,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,7,0,0,0,0,59,59,0,0,0,0,0,0,18046,18048,0,0,1,0,0
18048,Aeprit Glove +8,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2108,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,8,0,0,0,0,68,68,0,0,0,0,0,0,18047,18049,0,0,1,0,0
18049,Aeprit Glove +9,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,54,5235,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2109,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2025,2025,2027,9,0,0,0,0,80,80,0,0,0,0,0,0,18048,0,0,0,1,0,0
806,Phoenix Glove,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,11090,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2110,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,0,0,0,0,0,38,38,0,0,0,0,0,0,0,18051,0,0,1,0,0
18051,Phoenix Glove +1,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,11090,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,1,0,0,0,0,40,40,0,0,0,0,0,0,806,18052,0,0,1,0,0
18052,Phoenix Glove +2,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,11090,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2112,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,2,0,0,0,0,43,43,0,0,0,0,0,0,18051,18053,0,0,1,0,0
18053,Phoenix Glove +3,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,11090,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,3,0,0,0,0,46,46,0,0,0,0,0,0,18052,18054,0,0,1,0,0
18054,Phoenix Glove +4,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,11090,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,4,0,0,0,0,50,50,0,0,0,0,0,0,18053,18055,0,0,1,0,0
18055,Phoenix Glove +5,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,11090,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,5,0,0,0,0,54,54,0,0,0,0,0,0,18054,18056,0,0,1,0,0
18056,Phoenix Glove +6,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,11090,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2116,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,6,0,0,0,0,59,59,0,0,0,0,0,0,18055,18057,0,0,1,0,0
18057,Phoenix Glove +7,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,11090,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,7,0,0,0,0,67,67,0,0,0,0,0,0,18056,18058,0,0,1,0,0
18058,Phoenix Glove +8,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,11090,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2118,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,8,0,0,0,0,77,77,0,0,0,0,0,0,18057,18059,0,0,1,0,0
18059,Phoenix Glove +9,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,66,11090,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2119,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,2022,2025,2023,2025,2025,2027,9,0,0,0,0,90,90,0,0,0,0,0,0,18058,0,0,0,1,0,0
807,Abrasax Glove,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,78,20862,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2120,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,0,0,0,0,0,47,47,0,0,0,0,0,0,0,18121,0,0,1,0,0
18121,Abrasax Glove +1,0,5,4,0,1284,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,78,20862,2,2,0,0,1,1,0,0,15,35,50,3,2,1,2121,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2023,2023,2023,2025,2025,1,0,0,0,0,49,49,0,0,0,0,0,0,807,18122,0,0,1,0,0
