Index,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value1,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,5229,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape
48876,Berserker3,0,3,2,0,770,40,0000-0000-0000-1000-0000-0000-0000-0000,1500,2143,1,91,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65048,Berserker's Blue,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
65052,Berserker's Gold,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
65050,Berserker's Green,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
65053,Berserker's Heart,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
65046,Berserker's Magic,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
65056,Berserker's Max,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
65055,Berserker's Pendant,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
65045,Berserker's Power,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
65051,Berserker's Purple,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
65047,Berserker's Red,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
3961,Berserker's Ring,0,2,3,0,515,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,600,1,1,0,0,1,1,0,0,15,35,50,3,2,1,5286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65049,Berserker's Sky,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
65054,Berserker's Soul,5,2,3,0,520,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,50,65437,1,1,0,0,1,1,0,0,15,35,50,3,2,1,6089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9000,1,1,0,0
48818,Blackholecannon,0,3,2,0,770,40,0000-0000-0100-0000-0000-0000-0000-0000,1500,1858,1,70,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4941,Blade Dance,0,3,2,0,770,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,729,1,28,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36021,Blade Mastery,0,3,2,0,799,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1521,0,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6097,Blade of the Ancient,2,0,4,0,4,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4935,Blade Spin,0,3,2,0,770,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,726,1,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36022,Bladerain,0,3,2,0,799,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1526,0,16,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36023,Bladestorm,0,3,2,0,799,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1533,0,42,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5552,Blast,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1185,1,131,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4645,Blast Phoenix,0,3,2,0,770,40,0010-0000-0000-0000-0000-0000-0000-0000,1500,467,1,73,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4028,Bleed Slash,0,3,2,0,770,40,1000-0000-0000-0000-0000-0000-0000-0000,1500,42,1,7,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5642,Bless of Qune,0,3,2,0,792,40,0000-0010-0000-0000-0000-0000-0000-0000,1500,1307,1,133,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4980,Blessing Of Hellion,0,3,2,0,770,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,681,1,160,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5559,Blessing Of Hellion,0,3,2,0,770,40,0000-0100-0000-0000-0000-0000-0000-0000,1500,1041,1,160,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4666,Blessing Of The Helion,0,3,2,0,770,40,0010-0000-0000-0000-0000-0000-0000-0000,1500,481,1,160,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48830,Blessing of the hellion,0,3,2,0,770,40,0000-0000-0100-0000-0000-0000-0000-0000,1500,1814,1,160,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5271,Blessing Of The Hellion,0,3,2,0,770,40,0000-1000-0000-0000-0000-0000-0000-0000,1500,901,1,160,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,6581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5648,Blessing of the Hellion,0,3,2,0,770,40,0000-0010-0000-0000-0000-0000-0000-0000,1500,1321,1,160,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4080,Blessing Of The Hellion,0,3,2,0,770,40,1000-0000-0000-0000-0000-0000-0000-0000,1500,88,1,160,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4361,Blessing Of The Hellion,0,3,2,0,770,40,0100-0000-0000-0000-0000-0000-0000-0000,1500,321,1,160,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48879,Blessing of the hellion,0,3,2,0,770,40,0000-0000-0000-1000-0000-0000-0000-0000,1500,2161,1,160,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4050,Blind Jab,0,3,2,0,770,40,1000-0000-0000-0000-0000-0000-0000-0000,1500,143,1,46,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36024,Blitz,0,3,2,0,799,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1551,0,73,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6536,Blocking Bijou,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1113,1500,28,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6538,Blocking Bijou,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1115,1500,28,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6537,Blocking Bijou,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1114,1500,28,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6535,Blocking Bijou,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1112,1500,28,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6534,Blocking Bijou,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,28,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6533,Blocking Bijou,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1120,1500,28,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6539,Blocking Bijou,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1116,1500,28,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6530,Blocking Bijou,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1118,1500,28,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6531,Blocking Bijou,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1119,1500,28,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6532,Blocking Bijou,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1120,1500,28,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4931,Blood Bats,0,3,2,0,770,40,0001-0000-0000-0000-0000-0000-0000-0000,1500,724,1,34,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54870,Blood Defense,0,3,2,0,770,40,0000-0000-0000-1000-0000-0000-0000-0000,1500,2185,1,165,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5242,Blood Hit,0,3,2,0,770,40,0000-1000-0000-0000-0000-0000-0000-0000,1500,924,1,16,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5238,Blood Mastery,0,3,2,0,770,40,0000-1000-0000-0000-0000-0000-0000-0000,1500,921,1,7,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3852,Blood Stick,0,0,4,0,4,35,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1000,1,1,5,1,1,1,0,0,0,0,0,0,0,0,5257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36068,Bloodbats,0,3,2,0,799,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1524,0,34,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36079,Bloodmastery,0,3,2,0,799,40,0000-0000-0001-0000-0000-0000-0000-0000,1500,1721,0,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36083,Bloodspin Scythe,0,3,2,0,799,40,0000-0000-0001-0000-0000-0000-0000-0000,1500,1748,0,70,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6050,Blood-stained Fang of a Wolf (1),2,0,4,0,96,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6052,Blood-stained Fang of a Wolf (2),2,0,4,0,98,0,1111-1111-1111-1111-1111-1111-1111-1111,1500,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5265,Bloody Mist,0,3,2,0,770,40,0000-1000-0000-0000-0000-0000-0000-0000,1500,888,1,82,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36106,Bloodymist,0,3,2,0,799,40,0000-0000-0001-0000-0000-0000-0000-0000,1500,1665,0,82,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5617,Blow Attack,0,3,2,0,770,40,0000-0010-0000-0000-0000-0000-0000-0000,1500,1286,1,84,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5610,Blow Storm,0,3,2,0,770,40,0000-0010-0000-0000-0000-0000-0000-0000,1500,1206,1,55,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48872,Blowoffury,0,3,2,0,770,40,0000-0000-0000-1000-0000-0000-0000-0000,1500,2126,1,82,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
55005,Blue Bear Fishing Rod,0,4,19,0,1043,47,1111-1111-1111-1111-1111-1111-1111-1111,1500,5,1,80,10000000,1,4,0,0,1,1,0,0,15,35,50,3,2,1,6397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3861,Blue Heart (event),2,0,12,0,12,24,1111-1111-1111-1111-1111-1111-1111-1111,3000,229,0,0,20000,1,1,150,1,10,10,0,0,0,0,0,0,0,0,5266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3842,Blue Heart (L),2,0,12,0,12,24,1111-1111-1111-1111-1111-1111-1111-1111,3000,205,1,0,5000,1,1,150,1,10,10,0,0,0,0,0,0,0,0,5247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3841,Blue Heart (S),2,0,12,0,12,24,1111-1111-1111-1111-1111-1111-1111-1111,3000,204,1,0,500,1,1,150,1,10,10,0,0,0,0,0,0,0,0,5246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3850,Blue Lollipop,2,0,12,0,12,24,1111-1111-1111-1111-1111-1111-1111-1111,3000,203,1,0,5000,1,1,150,1,10,10,0,0,0,0,0,0,0,0,5255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3859,Blue Lollipop (Event),2,0,12,0,12,24,1111-1111-1111-1111-1111-1111-1111-1111,3000,227,0,0,20000,1,1,150,1,10,10,0,0,0,0,0,0,0,0,5264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6306,Blue Star,0,1,0,0,256,34,1111-1111-1111-1111-1111-1111-1111-1111,1500,6,1,0,10,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
