Index,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,DwCashItemCost,CashItemUsePeriod,CashItemSell,AddExpRate,AddDropItemRate,EventType,PeriodBreak,Belong,NextShape,UpgradeRate,Column,Column [1],Column [2],Column [3]
58299,Cetus Bagi Set,4,5,10,0,1290,27,0000-0100-0000-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,5397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
58297,Cetus Bagi Set 15,4,5,10,0,1290,27,0000-0100-0000-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,5395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
58298,Cetus Bagi Set 30,4,5,10,0,1290,27,0000-0100-0000-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,5396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
57013,Chiwoo Heaven King's Mask,4,5,10,0,1290,27,1111-1100-0000-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,5322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,1,0,0,0,1,0,0,,,,,
57011,Chiwoo Heaven King's Mask 15,4,5,10,0,1290,27,1111-1100-0000-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,5320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,1296000,1,0,0,0,1,0,0,,,,,
57012,Chiwoo Heaven King's Mask 30,4,5,10,0,1290,27,1111-1100-0000-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,5321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2592000,1,0,0,0,1,0,0,,,,,
62678,Colloseum Horse Token,4,6,4,0,1536,24,1111-1111-1111-1111-1111-1111-1111-1111,0,0,0,30,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,5849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,1,0,0,0,1,0,0,,,,,
56676,Concerra Beanie,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56679,Concerra Beanie [brown],4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56677,Concerra Beanie [brown] 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
56678,Concerra Beanie [brown] 30,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
56674,Concerra Beanie [white] 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
56675,Concerra Beanie 30,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
56682,Concerra Blue Warrior Suit,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56680,Concerra Blue Warrior Suit 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
56681,Concerra Blue Warrior Suit 30,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
5788,Concerra Cat Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1595,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56688,Concerra Chinese Suit,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56686,Concerra Chinese Suit 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
56687,Concerra Chinese Suit 30,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
5789,Concerra Circle Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1596,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
8897,Concerra Cokie Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1498,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
8893,Concerra Dark Fairy Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1494,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56667,Concerra Demon Mask,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56665,Concerra Demon Mask 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
56666,Concerra Demon Mask 30,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
5786,Concerra Deus Marble Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1593,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
5790,Concerra Dino Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1597,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
5791,Concerra Dragon Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1598,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56664,Concerra Eagle Chief Suit,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56662,Concerra Eagle Chief Suit 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
56663,Concerra Eagle Chief Suit 30,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
63659,Concerra EVENT COSTUME,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,1500,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,63659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820,0,1,0,0,0,1,0,,,,,,
5785,Concerra Fafnir Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1592,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
8892,Concerra Fairy Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1493,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
8891,Concerra Ferret Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1492,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56697,Concerra Fox Suit,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56695,Concerra Fox Suit 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
56696,Concerra Fox Suit 30,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
5792,Concerra Frog Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1599,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
5794,Concerra Gigant Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1589,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
5784,Concerra Halloween Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1591,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56670,Concerra Hunter Hat,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56669,Concerra Hunter Hat  30,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
56668,Concerra Hunter Hat 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
5787,Concerra Ilias Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1594,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
8890,Concerra Kitty Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1491,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
5793,Concerra Knight Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1600,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
8898,Concerra Little Tiger Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1499,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
8894,Concerra Lunie Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1495,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
8896,Concerra Marshmelow Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1497,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
5795,Concerra Mini Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1590,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
8895,Concerra Rex Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1496,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56760,Concerra School Suit,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56758,Concerra School Suit 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
56759,Concerra School Suit 30,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
8899,Concerra Snowman Pet,0,3,2,0,770,40,0000-0000-0010-0000-0000-0000-0000-0000,1500,1500,1,80,660972,1,1,3,0,1,1,0,0,0,0,0,0,0,0,5355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56691,Concerra Straw Hat,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56689,Concerra Straw Hat 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
56690,Concerra Straw Hat 30,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,2592000,1,0,0,0,1,0,0,,,,,
56685,Concerra Summer Suit,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0,1,0,0,0,1,0,0,,,,,
56683,Concerra Summer Suit 15,4,5,10,0,1290,33,0000-0000-0010-0000-0000-0000-0000-0000,0,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,56683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,1296000,1,0,0,0,1,0,0,,,,,
