9/9/2008 10:45,Name,Rank,Type,Code,Attribute,Description,Quality,Job,Appraisal,Value,Weight,ReqLv,Price,Width,Height,StackNumber,AutoStack,StackDrop_Min,StackDrop_Max,Has_Durability,Can_Repair,Durability_Low,Durability_Normal,Durability_High,DropRate_LowQuality,DropRate_NormalQuality,DropRate_HighQuality,No Data,Wear : Range,Wear : Speed,Wear : CriticalRate,Wear : Drop LV,Wear : Drop Option Number,Wear : Drop Socket 1EA Rate,Wear : Drop Socket 2EA Rate,Wear : Drop Socket 3EA Rate,Wear : Drop Socket 4EA Rate,Wear : Small Monster Attack Addition,Wear : Middle Monster Attack Addition,Wear : Large Monster Attack Addition,Wear : Boss Monster Attack Addition,Wear : Undead Monster Attack Addition,Option Index 1,Option Value 1,Option Index 2,Option Value 2,Option Index 3,Option Value 3,Option Index 4,Option Value 4,Option Index 5,Option Value 5,Option Index 6,Option Value 6,MinOption1,MaxOption1,MinOption2,MaxOption2,MinOption3,MaxOption3,Level 0 Item LV,Level 0 Melee Min Attack,Level 0 Melee Max Attack,Level 0 Magic Min Attack,Level 0 Magic Max Attack,Level 0 Defance Min,Level 0 Defance Max,Level 0 Blocking Rate,Level 0 Critical Bonus,Level 0 Str Request,Level 0 Dex Request,Level 0 Spr Request,Level 0 Appraisal Addition,BeforeLevelIndex,NextLevelIndex,Period,IsLimit,PeriodBreak,Belong,NextShape,Column1
43723,Carimto Helmet +1,0,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5081,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2043,2043,2044,2045,2046,1,0,0,0,0,38,38,0,0,0,0,0,0,43722,43724,0,0,1,0,0,
43724,Carimto Helmet +2,0,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5082,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2043,2043,2044,2045,2046,2,0,0,0,0,41,41,0,0,0,0,0,0,43723,43725,0,0,1,0,0,
43725,Carimto Helmet +3,0,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5083,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2043,2043,2044,2045,2046,3,0,0,0,0,45,45,0,0,0,0,0,0,43724,43726,0,0,1,0,0,
43726,Carimto Helmet +4,0,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5084,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2043,2043,2044,2045,2046,4,0,0,0,0,50,50,0,0,0,0,0,0,43725,43727,0,0,1,0,0,
43727,Carimto Helmet +5,0,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5085,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2043,2043,2044,2045,2046,5,0,0,0,0,56,56,0,0,0,0,0,0,43726,43728,0,0,1,0,0,
43728,Carimto Helmet +6,0,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5086,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2043,2043,2044,2045,2046,6,0,0,0,0,64,64,0,0,0,0,0,0,43727,43729,0,0,1,0,0,
43729,Carimto Helmet +7,0,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5087,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2043,2043,2044,2045,2046,7,0,0,0,0,72,72,0,0,0,0,0,0,43728,43730,0,0,1,0,0,
43730,Carimto Helmet +8,0,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5088,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2043,2043,2044,2045,2046,8,0,0,0,0,82,82,0,0,0,0,0,0,43729,43731,0,0,1,0,0,
43731,Carimto Helmet +9,0,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5089,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2043,2043,2044,2045,2046,9,0,0,0,0,95,95,0,0,0,0,0,0,43730,0,0,0,1,0,0,
2314,Casque Lie Deva,3,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,71,24112,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4990,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,78,28,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,112,0,0,0,0,0,0,0,23621,0,0,1,0,0,
23621,Casque Lie Deva +1,3,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,71,24112,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4991,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,78,28,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,114,114,0,0,0,0,0,0,2314,23622,0,0,1,0,0,
23622,Casque Lie Deva +2,3,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,71,24112,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4992,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,78,28,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,117,117,0,0,0,0,0,0,23621,23623,0,0,1,0,0,
23623,Casque Lie Deva +3,3,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,71,24112,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4993,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,78,28,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,121,121,0,0,0,0,0,0,23622,23624,0,0,1,0,0,
23624,Casque Lie Deva +4,3,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,71,24112,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4994,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,78,28,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,126,126,0,0,0,0,0,0,23623,23625,0,0,1,0,0,
23625,Casque Lie Deva +5,3,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,71,24112,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4995,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,78,28,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,132,132,0,0,0,0,0,0,23624,23626,0,0,1,0,0,
23626,Casque Lie Deva +6,3,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,71,24112,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4996,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,78,28,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,141,141,0,0,0,0,0,0,23625,23627,0,0,1,0,0,
23627,Casque Lie Deva +7,3,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,71,24112,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4997,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,78,28,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,151,151,0,0,0,0,0,0,23626,23628,0,0,1,0,0,
23628,Casque Lie Deva +8,3,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,71,24112,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4998,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,78,28,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,162,162,0,0,0,0,0,0,23627,23629,0,0,1,0,0,
23629,Casque Lie Deva +9,3,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,71,24112,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4999,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,78,28,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,177,177,0,0,0,0,0,0,23628,0,0,0,1,0,0,
1450,Chak Boots,0,5,3,0,1283,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3760,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2015,2013,2015,2015,2017,0,0,0,0,0,27,27,0,0,0,0,0,0,0,24111,0,0,1,0,0,
24111,Chak Boots +1,0,5,3,0,1283,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3761,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2015,2013,2015,2015,2017,1,0,0,0,0,28,28,0,0,0,0,0,0,1450,24112,0,0,1,0,0,
24112,Chak Boots +2,0,5,3,0,1283,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3762,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2015,2013,2015,2015,2017,2,0,0,0,0,30,30,0,0,0,0,0,0,24111,24113,0,0,1,0,0,
24113,Chak Boots +3,0,5,3,0,1283,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3763,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012,2015,2013,2015,2015,2017,3,0,0,0,0,32,32,0,0,0,0,0,0,24112,24114,0,0,1,0,0,
24114,Chak Boots +4,0,5,3,0,1283,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3764,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,0,0,0,0,0,0,0,0,2012,2015,2013,2015,2015,2017,4,0,0,0,0,35,35,0,0,0,0,0,0,24113,24115,0,0,1,0,0,
24115,Chak Boots +5,0,5,3,0,1283,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3765,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,0,0,0,0,0,0,0,0,0,2012,2015,2013,2015,2015,2017,5,0,0,0,0,38,38,0,0,0,0,0,0,24114,24116,0,0,1,0,0,
24116,Chak Boots +6,0,5,3,0,1283,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3766,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,5,0,0,0,0,0,0,0,0,0,0,2012,2015,2013,2015,2015,2017,6,0,0,0,0,41,41,0,0,0,0,0,0,24115,24117,0,0,1,0,0,
24117,Chak Boots +7,0,5,3,0,1283,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3767,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,6,0,0,0,0,0,0,0,0,0,0,2012,2015,2013,2015,2015,2017,7,0,0,0,0,47,47,0,0,0,0,0,0,24116,24118,0,0,1,0,0,
24118,Chak Boots +8,0,5,3,0,1283,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3768,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,7,0,0,0,0,0,0,0,0,0,0,2012,2015,2013,2015,2015,2017,8,0,0,0,0,54,54,0,0,0,0,0,0,24117,24119,0,0,1,0,0,
24119,Chak Boots +9,0,5,3,0,1283,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,38,1804,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3769,1,1,0,0,0,0,0,0,0,0,0,0,0,0,51,10,0,0,0,0,0,0,0,0,0,0,2012,2015,2013,2015,2015,2017,9,0,0,0,0,64,64,0,0,0,0,0,0,24118,0,0,0,1,0,0,
1349,Chak Glove,0,5,4,0,1284,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3470,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,0,0,0,0,0,24,24,0,0,0,0,0,0,0,23121,0,0,1,0,0,
23121,Chak Glove +1,0,5,4,0,1284,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3471,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,1,0,0,0,0,25,25,0,0,0,0,0,0,1349,23122,0,0,1,0,0,
23122,Chak Glove +2,0,5,4,0,1284,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3472,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,2,0,0,0,0,27,27,0,0,0,0,0,0,23121,23123,0,0,1,0,0,
23123,Chak Glove +3,0,5,4,0,1284,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3473,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,3,0,0,0,0,29,29,0,0,0,0,0,0,23122,23124,0,0,1,0,0,
23124,Chak Glove +4,0,5,4,0,1284,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3474,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,3,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,4,0,0,0,0,32,32,0,0,0,0,0,0,23123,23125,0,0,1,0,0,
23125,Chak Glove +5,0,5,4,0,1284,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3475,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,5,0,0,0,0,35,35,0,0,0,0,0,0,23124,23126,0,0,1,0,0,
23126,Chak Glove +6,0,5,4,0,1284,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3476,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,6,0,0,0,0,38,38,0,0,0,0,0,0,23125,23127,0,0,1,0,0,
23127,Chak Glove +7,0,5,4,0,1284,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3477,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,6,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,7,0,0,0,0,44,44,0,0,0,0,0,0,23126,23128,0,0,1,0,0,
23128,Chak Glove +8,0,5,4,0,1284,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3478,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,8,0,0,0,0,51,51,0,0,0,0,0,0,23127,23129,0,0,1,0,0,
23129,Chak Glove +9,0,5,4,0,1284,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,36,1190,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3479,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,0,0,0,0,0,0,0,0,0,2022,2024,2023,2024,2025,2026,9,0,0,0,0,61,61,0,0,0,0,0,0,23128,0,0,0,1,0,0,
1398,Chak Helmet,0,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3620,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2045,2045,2047,0,0,0,0,0,48,48,0,0,0,0,0,0,0,23651,0,0,1,0,0,
23651,Chak Helmet +1,0,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3621,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2045,2045,2047,1,0,0,0,0,50,50,0,0,0,0,0,0,1398,23652,0,0,1,0,0,
23652,Chak Helmet +2,0,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3622,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2045,2045,2047,2,0,0,0,0,53,53,0,0,0,0,0,0,23651,23653,0,0,1,0,0,
23653,Chak Helmet +3,0,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3623,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2045,2045,2047,3,0,0,0,0,57,57,0,0,0,0,0,0,23652,23654,0,0,1,0,0,
23654,Chak Helmet +4,0,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3624,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2045,2045,2047,4,0,0,0,0,62,62,0,0,0,0,0,0,23653,23655,0,0,1,0,0,
23655,Chak Helmet +5,0,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3625,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2045,2045,2047,5,0,0,0,0,68,68,0,0,0,0,0,0,23654,23656,0,0,1,0,0,
23656,Chak Helmet +6,0,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3626,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2045,2045,2047,6,0,0,0,0,76,76,0,0,0,0,0,0,23655,23657,0,0,1,0,0,
23657,Chak Helmet +7,0,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3627,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2045,2045,2047,7,0,0,0,0,84,84,0,0,0,0,0,0,23656,23658,0,0,1,0,0,
23658,Chak Helmet +8,0,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3628,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2045,2045,2047,8,0,0,0,0,94,94,0,0,0,0,0,0,23657,23659,0,0,1,0,0,
23659,Chak Helmet +9,0,5,0,0,1280,27,0000-0100-0000-0000-0000-0000-0000-0000,1500,0,1,34,1452,2,2,0,0,1,1,0,0,15,35,50,3,2,1,3629,1,1,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2042,2044,2043,2045,2045,2047,9,0,0,0,0,107,107,0,0,0,0,0,0,23658,0,0,0,1,0,0,
43372,Chaos Deva Helmet,3,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,71,30445,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5070,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,125,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,84,0,0,0,0,0,0,0,43373,0,0,1,0,0,
43373,Chaos Deva Helmet +1,3,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,71,30445,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5071,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,125,26,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,86,0,0,0,0,0,0,43372,43374,0,0,1,0,0,
43374,Chaos Deva Helmet +2,3,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,71,30445,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5072,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,125,26,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,89,89,0,0,0,0,0,0,43373,43375,0,0,1,0,0,
43375,Chaos Deva Helmet +3,3,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,71,30445,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5073,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,125,26,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,93,93,0,0,0,0,0,0,43374,43376,0,0,1,0,0,
43376,Chaos Deva Helmet +4,3,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,71,30445,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5074,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,125,26,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,98,98,0,0,0,0,0,0,43375,43377,0,0,1,0,0,
43377,Chaos Deva Helmet +5,3,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,71,30445,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5075,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,125,26,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,104,104,0,0,0,0,0,0,43376,43378,0,0,1,0,0,
43378,Chaos Deva Helmet +6,3,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,71,30445,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5076,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,125,26,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,113,113,0,0,0,0,0,0,43377,43379,0,0,1,0,0,
43379,Chaos Deva Helmet +7,3,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,71,30445,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5077,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,125,26,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,123,123,0,0,0,0,0,0,43378,43380,0,0,1,0,0,
43380,Chaos Deva Helmet +8,3,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,71,30445,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5078,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,125,26,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,134,134,0,0,0,0,0,0,43379,43381,0,0,1,0,0,
43381,Chaos Deva Helmet +9,3,5,0,0,1280,27,0000-0010-0000-0000-0000-0000-0000-0000,1500,0,1,71,30445,2,2,0,0,1,1,0,0,15,35,50,3,2,1,5079,1,1,0,0,0,25,25,25,25,0,0,0,0,0,8,160,16,125,26,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,149,149,0,0,0,0,0,0,43380,0,0,0,1,0,0,
2071,Chaotic Armor,3,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,49,10048,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4670,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,15,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,71,0,0,0,0,0,0,0,19561,0,0,1,0,0,
19561,Chaotic Armor +1,3,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,49,10048,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4671,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,15,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73,73,0,0,0,0,0,0,2071,19562,0,0,1,0,0,
19562,Chaotic Armor +2,3,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,49,10048,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4672,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,15,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,76,76,0,0,0,0,0,0,19561,19563,0,0,1,0,0,
19563,Chaotic Armor +3,3,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,49,10048,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4673,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,15,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,80,80,0,0,0,0,0,0,19562,19564,0,0,1,0,0,
19564,Chaotic Armor +4,3,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,49,10048,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4674,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,15,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,86,86,0,0,0,0,0,0,19563,19565,0,0,1,0,0,
19565,Chaotic Armor +5,3,5,1,0,1281,27,0001-0000-0000-0000-0000-0000-0000-0000,1500,0,1,49,10048,2,2,0,0,1,1,0,0,15,35,50,3,2,1,4675,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72,15,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,94,94,0,0,0,0,0,0,19564,19566,0,0,1,0,0,
